MessageID, ChatID, Message, MemberID, CreatedAt
4373, 44, some town skipped under the car., 25, 2019-02-08 09:31:20
4374, 44, one boy jumped on any dog., 55, 2019-02-08 09:32:40
4375, 44, a girl ran to any town., 30, 2019-02-08 08:55:13
4376, 44, any boy walked from the car., 43, 2019-02-08 05:58:11
4377, 44, some girl ran to any car., 48, 2019-02-08 19:44:35
4378, 44, any dog ran under a boy., 9, 2019-02-08 18:23:34
4379, 44, the boy drove to one girl., 61, 2019-02-08 11:23:30
4380, 44, the dog walked over a car., 65, 2019-02-08 04:08:26
4381, 44, a boy skipped over one town., 36, 2019-02-08 20:03:39
4382, 44, one town walked from the car., 72, 2019-02-08 01:47:30
4383, 44, the car ran to some car., 46, 2019-02-08 21:17:19
4384, 44, any town drove on some town., 74, 2019-02-08 20:33:51
4385, 44, a dog drove over one car., 64, 2019-02-08 10:29:22
4386, 44, one dog walked to one town., 23, 2019-02-08 06:00:19
4387, 44, some boy jumped under one dog., 49, 2019-02-08 16:09:10
4388, 44, one girl skipped on a town., 22, 2019-02-08 14:26:46
4389, 44, a dog jumped from a car., 92, 2019-02-08 05:33:55
4390, 44, the town drove over any boy., 11, 2019-02-08 10:26:57
4391, 44, any boy skipped to any boy., 100, 2019-02-08 00:47:05
4392, 44, the dog drove under any town., 61, 2019-02-09 08:27:20
4393, 44, a car ran under any girl., 99, 2019-02-09 11:38:23
4394, 44, a boy drove over any town., 88, 2019-02-09 12:00:40
4395, 44, a dog walked over the dog., 25, 2019-02-09 06:16:57
4396, 44, some car walked under some dog., 20, 2019-02-09 18:18:50
4397, 44, one dog ran under some dog., 58, 2019-02-09 16:45:06
4398, 44, some dog skipped under any boy., 5, 2019-02-09 23:45:32
4399, 44, any dog walked from a boy., 38, 2019-02-09 21:40:57
4400, 44, the boy walked under a girl., 31, 2019-02-09 09:27:44
4401, 45, one girl walked over the girl., 34, 2019-02-09 05:03:40
4402, 45, the dog walked under a town., 11, 2019-02-09 00:03:36
4403, 45, any dog skipped over any girl., 78, 2019-02-09 07:53:38
4404, 45, one girl walked under the girl., 16, 2019-02-09 06:55:58
4405, 45, the car ran under some girl., 60, 2019-02-09 02:51:54
4406, 45, a car walked over one boy., 54, 2019-02-09 08:52:53
4407, 45, a girl ran under one boy., 70, 2019-02-09 04:50:05
4408, 45, some car skipped on any boy., 89, 2019-02-09 05:47:37
4409, 45, some boy jumped over the dog., 24, 2019-02-09 23:51:44
4410, 45, some car skipped from a car., 82, 2019-02-09 18:29:08
4411, 45, any car ran from any girl., 85, 2019-02-09 11:49:39
4412, 45, a girl drove under a car., 85, 2019-02-09 01:52:08
4413, 45, some boy ran over some town., 99, 2019-02-09 06:54:53
4414, 45, a dog walked over a boy., 40, 2019-02-09 15:54:35
4415, 45, any boy walked under one car., 12, 2019-02-09 17:18:19
4416, 45, a dog drove to one boy., 50, 2019-02-09 12:14:47
4417, 45, some dog ran over a town., 19, 2019-02-09 21:00:43
4418, 45, the girl jumped on any boy., 47, 2019-02-09 09:33:25
4419, 45, the car drove over a car., 91, 2019-02-09 04:00:00
4420, 45, some dog ran under any dog., 20, 2019-02-09 18:17:32
4421, 45, any town drove over a boy., 82, 2019-02-09 04:47:05
4422, 45, a girl skipped over any dog., 48, 2019-02-09 15:01:49
4423, 45, some town jumped over any car., 57, 2019-02-09 06:29:03
4424, 45, any car drove on one dog., 48, 2019-02-09 18:51:25
4425, 45, any boy walked under one car., 95, 2019-02-09 23:28:37
4426, 45, the girl skipped over the car., 39, 2019-02-09 04:16:56
4427, 45, some car jumped under some boy., 78, 2019-02-09 09:49:23
4428, 45, some boy jumped on some girl., 80, 2019-02-09 17:57:18
4429, 45, any car skipped on any girl., 5, 2019-02-09 06:48:16
4430, 45, the girl ran over the dog., 65, 2019-02-09 21:09:18
4431, 45, one girl jumped over some car., 48, 2019-02-09 13:04:38
4432, 45, some car jumped from some car., 76, 2019-02-09 06:14:31
4433, 45, the car jumped from some boy., 2, 2019-02-09 02:28:03
4434, 45, one girl ran on the girl., 8, 2019-02-09 14:30:22
4435, 45, any car walked over any town., 84, 2019-02-09 07:06:43
4436, 45, some car drove on some car., 64, 2019-02-09 07:28:48
4437, 45, any dog jumped over some girl., 20, 2019-02-09 15:32:01
4438, 45, the girl skipped to any boy., 95, 2019-02-09 07:26:23
4439, 45, any town drove under one dog., 84, 2019-02-09 11:17:28
4440, 45, a dog jumped under a dog., 3, 2019-02-09 21:25:12
4441, 45, one boy ran over any girl., 91, 2019-02-09 03:57:26
4442, 45, a town skipped to one girl., 11, 2019-02-09 22:23:37
4443, 45, a dog ran to the town., 76, 2019-02-09 17:29:03
4444, 45, any girl drove on any boy., 75, 2019-02-09 09:42:47
4445, 45, some town skipped on a boy., 10, 2019-02-09 12:53:25
4446, 45, some dog skipped under a boy., 95, 2019-02-09 10:22:05
4447, 45, a boy walked from the girl., 52, 2019-02-09 18:48:48
4448, 45, a car ran over some car., 46, 2019-02-09 10:59:34
4449, 45, one dog jumped to any girl., 92, 2019-02-09 11:36:16
4450, 45, the girl walked from some car., 89, 2019-02-09 02:29:28
4451, 45, the car jumped under a town., 58, 2019-02-09 01:14:37
4452, 45, a dog walked to some girl., 80, 2019-02-09 06:54:26
4453, 45, a dog drove over some dog., 88, 2019-02-09 19:55:09
4454, 45, a town drove from a town., 84, 2019-02-09 20:16:56
4455, 45, some car ran under some town., 67, 2019-02-09 05:43:43
4456, 45, some town skipped over some girl., 18, 2019-02-09 13:42:18
4457, 45, the town walked under any car., 6, 2019-02-09 15:55:56
4458, 45, the girl walked from a dog., 59, 2019-02-09 03:19:51
4459, 45, one car ran under the boy., 66, 2019-02-09 07:45:27
4460, 45, any car walked to any dog., 7, 2019-02-09 02:50:56
4461, 45, a car ran under a boy., 44, 2019-02-09 03:32:14
4462, 45, one car jumped to some girl., 60, 2019-02-09 17:42:29
4463, 45, some dog skipped under any boy., 31, 2019-02-09 22:53:24
4464, 45, some car jumped on some car., 56, 2019-02-09 19:05:28
4465, 45, any car ran over one car., 83, 2019-02-09 14:54:27
4466, 45, the town walked under some girl., 40, 2019-02-09 13:37:29
4467, 45, the boy drove from one boy., 63, 2019-02-09 09:30:04
4468, 45, any girl skipped under any girl., 83, 2019-02-09 04:27:25
4469, 45, some car ran on one dog., 61, 2019-02-09 12:10:44
4470, 45, some town ran under some girl., 78, 2019-02-09 14:37:23
4471, 45, any town walked under some car., 68, 2019-02-09 07:46:46
4472, 45, a boy drove from some car., 89, 2019-02-09 20:50:05
4473, 45, any car walked on a town., 87, 2019-02-09 06:48:12
4474, 45, the dog jumped to a boy., 94, 2019-02-09 15:32:21
4475, 45, one town jumped from any girl., 14, 2019-02-09 02:51:11
4476, 45, any boy skipped from the girl., 79, 2019-02-09 06:16:10
4477, 45, any girl jumped under a dog., 62, 2019-02-09 12:07:55
4478, 45, a girl jumped over the girl., 32, 2019-02-09 10:19:34
4479, 45, one girl drove on any dog., 28, 2019-02-09 05:24:44
4480, 45, one girl jumped on any boy., 98, 2019-02-09 19:00:27
4481, 45, a town walked on any dog., 51, 2019-02-09 12:42:02
4482, 45, a dog jumped on a car., 60, 2019-02-09 13:12:12
4483, 45, a town jumped on the car., 48, 2019-02-09 18:45:07
4484, 45, the car drove on any car., 61, 2019-02-09 03:40:04
4485, 45, any town drove over the boy., 78, 2019-02-09 06:30:20
4486, 45, a girl jumped to a town., 8, 2019-02-09 16:03:07
4487, 45, one boy walked on some car., 22, 2019-02-09 15:19:46
4488, 45, the dog drove on some boy., 4, 2019-02-09 06:48:13
4489, 45, one car drove under any car., 51, 2019-02-09 06:54:18
4490, 45, any boy jumped under the car., 48, 2019-02-09 15:35:56
4491, 45, one dog jumped from any car., 88, 2019-02-09 21:52:24
4492, 45, one girl ran on some girl., 89, 2019-02-09 17:59:29
4493, 45, one dog walked to some town., 95, 2019-02-09 12:10:06
4494, 45, some dog ran from the town., 25, 2019-02-09 11:45:11
4495, 45, one town jumped to a boy., 6, 2019-02-09 02:26:44
4496, 45, a car ran over one girl., 53, 2019-02-09 15:32:23
4497, 45, the boy drove over any car., 13, 2019-02-09 16:21:43
4498, 45, any dog skipped from one boy., 16, 2019-02-09 00:13:11
4499, 45, the town skipped from a car., 96, 2019-02-09 03:06:35
4500, 45, any car jumped under the car., 16, 2019-02-09 10:18:13
4501, 46, some town walked under one girl., 30, 2019-02-09 11:20:30
4502, 46, some car ran from a boy., 38, 2019-02-09 19:57:01
4503, 46, one boy walked from some dog., 33, 2019-02-09 01:04:11
4504, 46, the girl drove under one girl., 78, 2019-02-09 21:36:25
4505, 46, one boy skipped to any boy., 56, 2019-02-09 19:46:31
4506, 46, one dog ran to the car., 61, 2019-02-09 23:48:40
4507, 46, the girl drove under some town., 97, 2019-02-09 00:37:31
4508, 46, any car walked to any girl., 53, 2019-02-09 10:04:31
4509, 46, some town walked under one car., 41, 2019-02-09 11:32:58
4510, 46, any dog skipped under any dog., 49, 2019-02-09 08:12:59
4511, 46, the town ran on a town., 12, 2019-02-09 00:39:57
4512, 46, one car jumped on some boy., 43, 2019-02-09 07:07:32
4513, 46, any dog drove to any town., 69, 2019-02-09 22:48:19
4514, 46, some town drove over any girl., 1, 2019-02-10 19:35:35
4515, 46, any girl jumped on some dog., 90, 2019-02-10 04:49:42
4516, 46, a boy walked under one car., 92, 2019-02-10 03:10:13
4517, 46, the car ran from a girl., 100, 2019-02-10 19:30:54
4518, 46, a girl walked to a boy., 31, 2019-02-10 04:01:25
4519, 46, one dog jumped under the dog., 24, 2019-02-10 20:21:21
4520, 46, a town walked under some car., 82, 2019-02-10 09:56:57
4521, 46, some town skipped on some town., 83, 2019-02-10 16:06:03
4522, 46, any girl drove from any town., 6, 2019-02-10 13:34:44
4523, 46, a dog skipped from a dog., 95, 2019-02-10 15:31:00
4524, 46, the town drove over the car., 4, 2019-02-10 23:59:57
4525, 46, some dog drove over the dog., 25, 2019-02-10 20:00:50
4526, 46, some boy drove over a boy., 50, 2019-02-10 23:45:54
4527, 46, some girl walked to any car., 26, 2019-02-10 04:07:33
4528, 46, a girl ran to a girl., 91, 2019-02-10 00:03:41
4529, 46, some boy ran on one dog., 20, 2019-02-10 13:39:28
4530, 46, a boy skipped on any town., 69, 2019-02-10 19:25:46
4531, 46, the dog drove under the town., 1, 2019-02-10 08:53:30
4532, 46, some girl jumped over the car., 63, 2019-02-10 18:54:59
4533, 46, the car walked under the girl., 40, 2019-02-10 07:38:30
4534, 46, any town jumped over any town., 6, 2019-02-10 01:48:22
4535, 46, one girl drove from a town., 36, 2019-02-10 21:39:37
4536, 46, a dog skipped to any boy., 24, 2019-02-10 21:02:28
4537, 46, one boy walked over one town., 10, 2019-02-10 06:29:22
4538, 46, any dog jumped from some car., 30, 2019-02-10 06:25:53
4539, 46, any dog skipped on any dog., 60, 2019-02-10 11:31:43
4540, 46, the boy ran from the dog., 10, 2019-02-10 06:44:28
4541, 46, a girl jumped from the boy., 41, 2019-02-10 20:22:30
4542, 46, a car walked under a town., 97, 2019-02-10 13:38:10
4543, 46, a boy skipped on the dog., 55, 2019-02-10 22:58:50
4544, 46, any town jumped to one girl., 20, 2019-02-10 06:35:02
4545, 46, the dog drove on one dog., 75, 2019-02-10 23:10:35
4546, 46, the car walked under the dog., 16, 2019-02-10 15:38:24
4547, 46, the dog jumped over the dog., 53, 2019-02-10 01:12:57
4548, 46, one boy jumped on some town., 51, 2019-02-10 15:16:11
4549, 46, the town jumped under the boy., 59, 2019-02-10 20:01:37
4550, 46, any boy walked to one town., 45, 2019-02-10 16:20:23
4551, 46, any boy ran from one dog., 2, 2019-02-10 13:17:18
4552, 46, one boy walked to some town., 96, 2019-02-10 12:26:42
4553, 46, some boy skipped to the dog., 96, 2019-02-10 18:15:34
4554, 46, one boy skipped to a girl., 40, 2019-02-10 23:10:29
4555, 46, some town walked over one dog., 85, 2019-02-10 23:02:29
4556, 46, the town jumped from some dog., 33, 2019-02-10 02:10:16
4557, 46, any boy walked from the girl., 81, 2019-02-10 19:53:49
4558, 46, a dog ran on any girl., 28, 2019-02-10 19:32:51
4559, 46, a car ran from one car., 60, 2019-02-10 10:57:35
4560, 46, a dog walked under one car., 57, 2019-02-10 19:11:34
4561, 46, a boy jumped on one town., 71, 2019-02-10 12:54:44
4562, 46, one town skipped over a car., 75, 2019-02-10 05:48:32
4563, 46, the girl drove to a car., 30, 2019-02-10 07:27:27
4564, 46, a car drove over some girl., 36, 2019-02-10 13:48:14
4565, 46, some car jumped from any girl., 5, 2019-02-10 06:46:18
4566, 46, the boy skipped over some girl., 71, 2019-02-10 05:02:21
4567, 46, the town walked over the dog., 87, 2019-02-10 09:59:30
4568, 46, one girl drove on one girl., 79, 2019-02-10 22:04:46
4569, 46, a dog skipped to some girl., 3, 2019-02-10 02:00:01
4570, 46, any car drove from a boy., 72, 2019-02-10 17:21:11
4571, 46, a dog ran over any town., 54, 2019-02-10 15:07:07
4572, 46, one car jumped on the car., 24, 2019-02-10 22:20:22
4573, 46, the girl skipped over any dog., 69, 2019-02-10 01:38:24
4574, 46, some town skipped from some town., 38, 2019-02-10 13:55:40
4575, 46, the dog ran to a girl., 55, 2019-02-10 08:46:44
4576, 46, the car skipped over some town., 89, 2019-02-10 15:54:07
4577, 46, any boy walked on some boy., 6, 2019-02-10 01:01:59
4578, 46, the girl jumped under some car., 96, 2019-02-10 00:34:25
4579, 46, the boy ran on a dog., 47, 2019-02-10 12:18:49
4580, 46, the town jumped under some town., 100, 2019-02-10 12:51:42
4581, 46, the town walked to any car., 25, 2019-02-10 06:18:24
4582, 46, one dog skipped from any dog., 26, 2019-02-10 19:34:13
4583, 46, the car drove over any boy., 14, 2019-02-10 07:40:46
4584, 46, some town skipped under the car., 40, 2019-02-10 18:12:16
4585, 46, one girl jumped to some town., 17, 2019-02-10 10:41:15
4586, 46, a boy drove over the boy., 83, 2019-02-10 12:13:13
4587, 46, any car drove from the girl., 1, 2019-02-10 06:40:04
4588, 46, one car walked to one town., 53, 2019-02-10 08:33:46
4589, 46, some boy jumped over the girl., 90, 2019-02-10 15:27:33
4590, 46, the town walked to one girl., 31, 2019-02-10 10:24:12
4591, 46, a girl drove to one dog., 7, 2019-02-10 14:12:33
4592, 46, one dog drove from a town., 41, 2019-02-10 22:26:46
4593, 46, any dog jumped under some boy., 76, 2019-02-10 21:22:57
4594, 46, some town walked on any dog., 16, 2019-02-10 22:15:58
4595, 46, a boy walked from some boy., 90, 2019-02-10 10:26:01
4596, 46, any town jumped under one town., 19, 2019-02-10 15:31:06
4597, 46, a car jumped on the girl., 89, 2019-02-10 15:31:38
4598, 46, a boy walked on the town., 81, 2019-02-10 12:20:13
4599, 46, some car ran over the car., 3, 2019-02-10 06:02:38
4600, 46, one car ran under a boy., 11, 2019-02-10 17:12:23
4601, 47, one boy drove on some girl., 81, 2019-02-10 14:27:05
4602, 47, one boy ran under some dog., 67, 2019-02-10 06:56:40
4603, 47, some boy skipped over any boy., 39, 2019-02-10 16:28:56
4604, 47, the car drove from any town., 70, 2019-02-10 23:27:03
4605, 47, the boy ran to a car., 100, 2019-02-10 17:31:47
4606, 47, some dog skipped to the dog., 41, 2019-02-10 03:49:32
4607, 47, some boy skipped over any car., 40, 2019-02-10 20:15:59
4608, 47, one girl jumped over some girl., 58, 2019-02-10 03:29:46
4609, 47, some car jumped over one town., 17, 2019-02-10 06:01:02
4610, 47, one boy skipped from some boy., 85, 2019-02-10 21:33:03
4611, 47, some car walked under one car., 50, 2019-02-10 03:58:09
4612, 47, the boy walked to any town., 78, 2019-02-10 13:10:10
4613, 47, any boy jumped over one girl., 13, 2019-02-10 08:39:43
4614, 47, the town skipped on a boy., 85, 2019-02-10 09:10:43
4615, 47, the car skipped under a girl., 64, 2019-02-10 02:51:33
4616, 47, a car skipped under a dog., 54, 2019-02-10 22:53:40
4617, 47, any car walked to one car., 82, 2019-02-10 14:44:54
4618, 47, one car ran to the boy., 3, 2019-02-10 07:13:29
4619, 47, any girl drove on some dog., 62, 2019-02-10 18:56:32
4620, 47, one town skipped over some town., 44, 2019-02-10 04:36:16
4621, 47, some town jumped to some car., 83, 2019-02-10 06:01:31
4622, 47, one girl skipped from any dog., 61, 2019-02-10 13:17:28
4623, 47, the boy ran under the town., 79, 2019-02-10 06:53:05
4624, 47, some dog skipped under one boy., 24, 2019-02-10 16:26:32
4625, 47, one dog skipped over a town., 51, 2019-02-10 18:05:18
4626, 47, a boy jumped over any town., 9, 2019-02-10 18:04:18
4627, 47, any car skipped from one town., 60, 2019-02-10 23:53:44
4628, 47, a boy walked to the dog., 79, 2019-02-10 10:27:49
4629, 47, a girl walked to one car., 75, 2019-02-10 16:31:13
4630, 47, any dog jumped on any girl., 73, 2019-02-10 15:12:17
4631, 47, a girl walked on one girl., 98, 2019-02-10 12:12:42
4632, 47, a boy ran over any town., 91, 2019-02-10 06:30:10
4633, 47, any boy jumped from a boy., 48, 2019-02-10 14:21:53
4634, 47, some dog ran over any dog., 80, 2019-02-10 20:12:22
4635, 47, some girl jumped from some dog., 61, 2019-02-10 12:07:00
4636, 47, one car ran to a dog., 82, 2019-02-11 18:35:08
4637, 47, the girl walked to one boy., 64, 2019-02-11 16:30:40
4638, 47, any car ran to one boy., 14, 2019-02-11 04:46:50
4639, 47, some dog skipped under some town., 74, 2019-02-11 23:01:13
4640, 47, any dog jumped from one car., 21, 2019-02-11 00:07:38
4641, 47, a dog jumped from any girl., 3, 2019-02-11 06:21:44
4642, 47, any dog ran over one dog., 83, 2019-02-11 06:38:38
4643, 47, any dog ran from the boy., 96, 2019-02-11 23:53:09
4644, 47, a town drove over the boy., 25, 2019-02-11 17:50:34
4645, 47, some town drove to some boy., 49, 2019-02-11 18:04:00
4646, 47, some dog drove under some car., 36, 2019-02-11 00:51:34
4647, 47, the girl walked under any girl., 2, 2019-02-11 21:56:40
4648, 47, one town jumped under a girl., 1, 2019-02-11 06:45:53
4649, 47, the girl jumped from a town., 25, 2019-02-11 12:21:52
4650, 47, the dog skipped over any boy., 85, 2019-02-11 16:29:33
4651, 47, some dog skipped on any car., 85, 2019-02-11 03:44:49
4652, 47, a dog jumped under any town., 53, 2019-02-11 14:02:50
4653, 47, some dog ran under one town., 64, 2019-02-11 03:17:25
4654, 47, the girl ran over one boy., 69, 2019-02-11 01:18:23
4655, 47, the town skipped under some dog., 65, 2019-02-11 11:47:16
4656, 47, any town ran under one girl., 47, 2019-02-11 13:29:09
4657, 47, the girl skipped from the boy., 38, 2019-02-11 13:23:05
4658, 47, one boy ran under one girl., 80, 2019-02-11 11:20:11
4659, 47, a car ran to a town., 54, 2019-02-11 07:48:21
4660, 47, the boy skipped to one town., 40, 2019-02-11 22:12:17
4661, 47, the dog ran over the boy., 54, 2019-02-11 17:18:28
4662, 47, one car drove to a girl., 73, 2019-02-11 11:16:23
4663, 47, any boy drove to one car., 82, 2019-02-11 09:48:53
4664, 47, one town ran over any boy., 43, 2019-02-11 11:08:00
4665, 47, the dog drove to some dog., 59, 2019-02-11 13:21:25
4666, 47, the dog skipped from some town., 66, 2019-02-11 14:04:01
4667, 47, one boy jumped from a boy., 47, 2019-02-11 23:05:50
4668, 47, any boy skipped under one car., 45, 2019-02-11 16:24:03
4669, 47, some boy skipped over a car., 86, 2019-02-11 06:12:33
4670, 47, some dog jumped from any girl., 92, 2019-02-11 21:34:26
4671, 47, a dog ran on some boy., 55, 2019-02-11 21:35:06
4672, 47, one car skipped on one car., 7, 2019-02-11 13:48:52
4673, 47, a dog walked from a dog., 75, 2019-02-11 21:52:15
4674, 47, any town skipped under the town., 99, 2019-02-11 11:12:14
4675, 47, one girl jumped over one boy., 57, 2019-02-11 20:29:08
4676, 47, some town ran over any dog., 88, 2019-02-11 08:35:12
4677, 47, one town skipped on some boy., 41, 2019-02-11 00:27:25
4678, 47, any dog drove to one girl., 98, 2019-02-11 10:26:46
4679, 47, any car skipped from a car., 98, 2019-02-11 23:51:47
4680, 47, a car jumped over a car., 39, 2019-02-11 08:28:30
4681, 47, a town skipped over some boy., 49, 2019-02-11 20:33:30
4682, 47, some car ran on one boy., 59, 2019-02-11 08:34:31
4683, 47, some girl walked from a town., 69, 2019-02-11 18:58:31
4684, 47, the boy ran over a boy., 12, 2019-02-11 11:04:33
4685, 47, one boy walked on any boy., 18, 2019-02-11 06:54:58
4686, 47, any dog jumped on one boy., 81, 2019-02-11 19:28:11
4687, 47, any town jumped from any boy., 66, 2019-02-11 20:16:04
4688, 47, some girl walked under some town., 46, 2019-02-11 07:37:44
4689, 47, some car drove to some car., 58, 2019-02-11 10:32:43
4690, 47, some boy drove over one dog., 86, 2019-02-11 04:37:27
4691, 47, any girl skipped to any boy., 31, 2019-02-11 08:34:19
4692, 47, one dog ran over a car., 63, 2019-02-11 15:49:07
4693, 47, any town skipped over some dog., 78, 2019-02-11 11:37:21
4694, 47, any town skipped under any town., 51, 2019-02-11 02:59:05
4695, 47, the dog ran from some town., 79, 2019-02-11 10:17:09
4696, 47, a girl jumped under some town., 57, 2019-02-11 22:20:26
4697, 47, the dog walked on one town., 7, 2019-02-11 18:47:19
4698, 47, a car ran from some car., 42, 2019-02-11 22:15:35
4699, 47, some town skipped from a girl., 90, 2019-02-11 06:06:54
4700, 47, some town skipped from a dog., 87, 2019-02-11 10:27:42
4701, 48, the town ran under a girl., 89, 2019-02-11 03:09:44
4702, 48, any girl walked from the car., 82, 2019-02-11 13:04:51
4703, 48, one dog walked on any town., 95, 2019-02-11 18:53:11
4704, 48, a dog ran on one girl., 98, 2019-02-11 07:40:48
4705, 48, some town jumped over a car., 9, 2019-02-11 09:28:51
4706, 48, one dog skipped from some dog., 71, 2019-02-11 15:45:34
4707, 48, a dog ran on a dog., 39, 2019-02-11 08:59:38
4708, 48, the dog skipped to any town., 44, 2019-02-11 17:33:22
4709, 48, the girl drove to any boy., 33, 2019-02-11 12:13:38
4710, 48, the car walked from one dog., 55, 2019-02-11 12:09:48
4711, 48, any town drove from the girl., 23, 2019-02-11 20:43:01
4712, 48, some dog walked to the car., 89, 2019-02-11 07:15:56
4713, 48, one town jumped over some dog., 94, 2019-02-11 11:19:18
4714, 48, some dog walked on one dog., 18, 2019-02-11 10:40:55
4715, 48, any town skipped under one town., 67, 2019-02-11 02:24:24
4716, 48, any town skipped on the boy., 23, 2019-02-11 02:58:20
4717, 48, one boy walked to some town., 21, 2019-02-11 13:33:27
4718, 48, any dog jumped on any town., 98, 2019-02-11 00:54:10
4719, 48, any town skipped on one car., 37, 2019-02-11 13:19:28
4720, 48, any girl ran from the dog., 56, 2019-02-11 02:23:56
4721, 48, the town skipped under a car., 35, 2019-02-11 06:58:54
4722, 48, any dog jumped on any dog., 45, 2019-02-11 06:10:16
4723, 48, some car skipped to the town., 15, 2019-02-11 02:12:02
4724, 48, any town walked under a town., 87, 2019-02-11 17:04:19
4725, 48, any town jumped over one town., 72, 2019-02-11 20:16:05
4726, 48, one town ran under one town., 44, 2019-02-11 03:45:52
4727, 48, any car skipped under one boy., 73, 2019-02-11 08:18:30
4728, 48, some car jumped over one town., 6, 2019-02-11 16:12:51
4729, 48, one car drove to one dog., 55, 2019-02-11 22:22:41
4730, 48, the car jumped under the car., 68, 2019-02-11 06:49:28
4731, 48, the girl skipped from any boy., 52, 2019-02-11 05:40:30
4732, 48, a girl walked under a girl., 73, 2019-02-11 15:15:15
4733, 48, one town skipped to the car., 50, 2019-02-11 10:56:59
4734, 48, some town walked over a town., 2, 2019-02-11 22:21:55
4735, 48, any car jumped from some girl., 49, 2019-02-11 23:45:20
4736, 48, any dog walked to a girl., 69, 2019-02-11 18:44:58
4737, 48, any town walked over some boy., 4, 2019-02-11 21:04:02
4738, 48, some dog jumped on a girl., 100, 2019-02-11 11:13:23
4739, 48, a town drove from the car., 95, 2019-02-11 08:45:12
4740, 48, any town walked over one town., 59, 2019-02-11 17:32:05
4741, 48, the girl walked under one boy., 95, 2019-02-11 01:31:14
4742, 48, the car skipped to one town., 76, 2019-02-11 05:47:06
4743, 48, one girl jumped to a girl., 89, 2019-02-11 11:47:48
4744, 48, some car walked under a town., 5, 2019-02-11 23:36:49
4745, 48, some car walked on one boy., 77, 2019-02-11 15:20:48
4746, 48, the car walked over any girl., 9, 2019-02-11 08:37:30
4747, 48, some car skipped to the boy., 38, 2019-02-11 03:13:16
4748, 48, the town jumped on a car., 95, 2019-02-11 08:35:13
4749, 48, any car jumped from a girl., 25, 2019-02-11 00:00:13
4750, 48, any town skipped from a dog., 15, 2019-02-11 22:25:43
4751, 48, the dog drove under a town., 35, 2019-02-11 15:36:48
4752, 48, some dog ran to one dog., 36, 2019-02-11 06:27:02
4753, 48, the girl drove from a dog., 22, 2019-02-11 16:47:47
4754, 48, one girl ran under a car., 33, 2019-02-11 00:22:59
4755, 48, any boy skipped from some girl., 74, 2019-02-11 19:22:53
4756, 48, some dog walked over some town., 13, 2019-02-11 16:28:14
4757, 48, any girl jumped to some town., 23, 2019-02-11 08:10:25
4758, 48, a boy ran from any dog., 11, 2019-02-12 15:07:21
4759, 48, any town walked from one car., 30, 2019-02-12 22:36:06
4760, 48, the girl jumped over some dog., 42, 2019-02-12 06:58:11
4761, 48, a boy drove to some town., 22, 2019-02-12 20:32:03
4762, 48, some car jumped to the town., 89, 2019-02-12 02:39:49
4763, 48, the dog skipped on any dog., 11, 2019-02-12 13:34:54
4764, 48, the dog jumped to one boy., 95, 2019-02-12 06:08:58
4765, 48, the boy drove to one boy., 80, 2019-02-12 17:56:57
4766, 48, any car drove over any girl., 88, 2019-02-12 06:01:34
4767, 48, a girl jumped from a town., 37, 2019-02-12 07:26:56
4768, 48, some dog drove on a car., 69, 2019-02-12 02:22:39
4769, 48, one girl ran under a car., 20, 2019-02-12 22:20:21
4770, 48, the car ran on the dog., 81, 2019-02-12 03:07:27
4771, 48, a dog drove under any girl., 48, 2019-02-12 22:17:01
4772, 48, one car skipped over a boy., 15, 2019-02-12 05:14:42
4773, 48, one car ran to one car., 68, 2019-02-12 12:23:11
4774, 48, one town walked on any girl., 83, 2019-02-12 22:11:46
4775, 48, a dog ran under one boy., 18, 2019-02-12 19:00:35
4776, 48, one town drove over a dog., 88, 2019-02-12 06:16:10
4777, 48, some girl skipped on any girl., 77, 2019-02-12 03:08:33
4778, 48, the dog drove from a car., 5, 2019-02-12 08:50:41
4779, 48, one town walked from one town., 49, 2019-02-12 06:13:08
4780, 48, one car drove to any car., 6, 2019-02-12 11:37:46
4781, 48, a boy drove on some dog., 67, 2019-02-12 22:40:39
4782, 48, the girl jumped under some boy., 30, 2019-02-12 07:05:57
4783, 48, the boy ran from a car., 36, 2019-02-12 02:18:03
4784, 48, one dog ran over the car., 53, 2019-02-12 18:08:20
4785, 48, a girl walked to some dog., 73, 2019-02-12 20:38:43
4786, 48, some boy ran from some car., 16, 2019-02-12 04:00:37
4787, 48, the town drove under some girl., 77, 2019-02-12 14:20:40
4788, 48, one dog skipped from the car., 67, 2019-02-12 04:54:52
4789, 48, any dog ran over any girl., 5, 2019-02-12 19:44:26
4790, 48, a boy walked from a town., 44, 2019-02-12 20:23:59
4791, 48, some town ran from a girl., 93, 2019-02-12 03:15:04
4792, 48, some girl skipped over some girl., 54, 2019-02-12 17:47:07
4793, 48, one town skipped under any boy., 22, 2019-02-12 12:02:21
4794, 48, one dog ran under the girl., 34, 2019-02-12 10:21:50
4795, 48, some boy jumped from any dog., 27, 2019-02-12 06:28:36
4796, 48, any town ran from some boy., 92, 2019-02-12 02:19:58
4797, 48, the car walked to some town., 86, 2019-02-12 15:04:50
4798, 48, a dog jumped from a car., 53, 2019-02-12 12:58:14
4799, 48, some dog walked over one dog., 21, 2019-02-12 18:24:48
4800, 48, one town drove under a boy., 34, 2019-02-12 08:22:10
